"name","dsID","region","period","value","is_number","source","units","last_updated","last_scraped","indID"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2003","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2004","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2006","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2009","26",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2010","21",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2011","20",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2012","20",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JAM","2013","18",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2000","4029",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2001","3528",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2002","2973",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2003","2694",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2004","2463",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2005","4239",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2006","4887",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2007","5026",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2008","5880",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2009","6792",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2010","7030",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2011","7581",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2012","8392",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JPN","2013","10113",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2000","8979",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2001","6364",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2002","4987",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2003","7930",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2004","13553",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2005","17544",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2006","519486",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2007","500658",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2008","501099",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2009","451360",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2010","453074",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2011","455986",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2012","305643",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","JOR","2013","646262",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2000","20580",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2001","19543",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2002","20613",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2003","15834",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2004","74144",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2005","57906",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2006","50199",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2007","12211",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2008","12080",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2009","12118",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2010","12686",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2011","11705",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2012","11259",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KAZ","2013","11268",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2000","219691",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2001","251816",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2002","236089",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2003","241641",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2004","249310",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2005","267731",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2006","391046",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2007","371495",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2008","1180088",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2009","882339",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2010","751196",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2011","921827",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2012","1038877",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KEN","2013","607190",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2000","2832",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2001","1335",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2002","1706",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2003","1707",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2004","81676",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2005","81726",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2006","88661",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2007","91860",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2008","132886",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2009","96206",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2010","96459",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2011","94453",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2012","94503",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KWT","2013","94657",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2000","16564",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2001","9766",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2002","8362",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2003","6226",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2004","4206",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2005","103096",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2006","11125",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2007","10565",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2008","21083",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2009","25533",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2010","304169",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2011","210803",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2012","192765",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","KGZ","2013","12257",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2000","9",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2001","1",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2003","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2004","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2006","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2010","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2011","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2012","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LAO","2013","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2000","9",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2001","9",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2002","18",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2003","17",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2004","452188",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2005","418658",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2006","393036",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2007","372666",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2008","365485",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2009","344358",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2010","327027",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2011","312688",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2012","281056",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LVA","2013","268106",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2000","10267",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2001","6495",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2002","2982",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2003","3053",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2004","2434",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2005","2528",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2006","772836",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2007","250848",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2008","50943",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2009","51020",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2010","9480",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2011","15566",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2012","135852",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBN","2013","862459",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2000","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2001","39",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2002","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2003","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2004","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2005","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2006","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2007","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2008","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2009","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2010","0",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2011","37",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2012","37",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LSO","2013","24",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2000","235725",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2001","253424",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2002","390982",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2003","586613",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2004","603665",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2005","579132",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2006","362014",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2007","54912",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2008","21066",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2009","11395",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2010","27926",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2011","132485",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2012","97035",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBR","2013","54890",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2000","11751",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2001","11679",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2002","11696",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2003","11955",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2004","12366",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2005","12366",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2006","4755",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2007","6875",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2008","11547",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2009","12322",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2010","11117",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2011","713587",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2012","251552",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LBY","2013","91062",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LIE","2000","70",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
"Number of People of Concern by Country of Residence","unhcr-popstats","LIE","2001","328",1,"http://popstats.unhcr.org","People",NA,NA,"CHD.O.PRO.04.T6"
